Handle,Title,Product Category,Type,Tags,Published,Image Src,Status
adjustable-crossbody-strap-cream-khaki-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---Maly_1.jpg?v=1721411467,
adjustable-crossbody-strap-cream-khaki-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/cream-w-khaki-checker-webbing_swatch.jpg?v=1721410861,
adjustable-crossbody-strap-navy-blue-w-tonal-deja-vu,Adjustable Webbing Strap,Uncategorized,STRAPS - ADJUSTABLE STRAP - SYNTHETIC WEBBING,"2-year-warranty, add-on::crossbody-bags, catalogFALL24, Category:Accessories, FALL-24, le-cute-show, material::care_guides_cottonweb, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Adjustable-Crossbody-Strap-Deja-Vu---ST-AJ-WS-100013-NVY---front.jpg?v=1721411811,active
adjustable-crossbody-strap-navy-blue-w-tonal-deja-vu,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/navy-deja-vu-webbing_swatch.jpg?v=1721411971,
le-zip-sac-kalamata-croco,"8/22c D2 ALT RCVD Le Zip Sac -, KALAMATA CROCO",Uncategorized,HANDBAGS - TOTE - LE ZIP SAC,"2-year-warranty, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_croco",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Zip-Sac-Autumn---HB-TT-LZ-100064-KALAM---front.jpg?v=1724110321,active
le-zip-sac-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Zip-Sac-Autumn---HB-TT-LZ-100064-KALAM---Sonnie_3b_b89ee853-cb31-4be2-b8a1-efedbd6366d1.jpg?v=1724109871,
le-zip-sac-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Zip-Sac-Autumn---HB-TT-LZ-100064-KALAM---Sonnie_2.jpg?v=1724109755,
le-zip-sac-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Zip-Sac-Autumn---HB-TT-LZ-100064-KALAM---Sonnie_1.jpg?v=1724109755,
le-zip-sac-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Zip-Sac-Autumn---HB-TT-LZ-100064-KALAM---back.jpg?v=1724376150,
le-zip-sac-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/kalamata-croco_swatch_b7a39d34-0071-4818-9fb4-89aa97baf7b6.jpg?v=1724376156,
coin-clutch-navy-italian-nappa,Coin Clutch,Uncategorized,SMALL GOODS - COIN CLUTCH - COIN CLUTCH,"catalogFALL24, Category:Accessories, FALL-24, material::care_guides_nappa, MGM --gold_foil_placement:top-center(5);bottom-right(3) --initials:petit;short;tall --phrase: â™¥;petit --phrase:JE Tâ€™AIME;petit --phrase: AMOUR;petit --phrase:BISOUS;petit --price:30 --handpainting_placement:top-center(2-2);bottom-right(2-2);, new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Coin-Clutch-Italian-Nappa---SG-CP-CP-100147-NVY---front.jpg?v=1721769418,active
coin-clutch-navy-italian-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Coin-Clutch-Italian-Nappa---SG-CP-CP-100147-NVY---back.jpg?v=1721769418,
coin-clutch-navy-italian-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Coin-Clutch-Italian-Nappa---SG-CP-CP-100147-NVY---interior.jpg?v=1721769419,
coin-clutch-navy-italian-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/navy-italian-nappa_swatch.jpg?v=1721769471,
coin-clutch-butter-montana-nappa,Coin Clutch,Uncategorized,SMALL GOODS - COIN CLUTCH - COIN CLUTCH,"Category:Accessories, FALL-24, material::care_guides_nappa, MGM --gold_foil_placement:top-center(5);bottom-right(3) --initials:petit;short;tall --phrase: â™¥;petit --phrase:JE Tâ€™AIME;petit --phrase: AMOUR;petit --phrase:BISOUS;petit --price:30 --handpainting_placement:top-center(2-2);bottom-right(2-2);, new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Coin-Clutch-Montana-Nappa---SG-CP-CP-100148-BUTTR---front_208bd9ff-4fe6-46af-8777-bd1607b11199.jpg?v=1721172631,active
coin-clutch-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Coin-Clutch-Montana-Nappa---SG-CP-CP-100148-BUTTR---back.jpg?v=1721172631,
coin-clutch-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-yellow-nappa_swatch_259490ef-e2bc-4bc9-8734-f9f94d926b92.jpg?v=1721172649,
shoulder-strap-vintage-gold-mini-link-chain,"8/22c D2 ALT Shoulder Strap -, VINTAGE GOLD MINI LINK CHAIN",Uncategorized,STRAPS - SHOULDER STRAP - METAL,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_boxchain",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shoulder-Strap-Mini-Link-Chain---ST-SH-MX-100014-VGOLD---front.jpg?v=1724373347,active
shoulder-strap-vintage-gold-mini-link-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/gold-mini-link-chain_swatch.jpg?v=1724373414,
shoulder-strap-silver-mini-link-chain,Shoulder Strap,Uncategorized,STRAPS - SHOULDER STRAP - METAL,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, catalogFALL24, Category:Accessories, cp-fall24, FALL-24, material::care_guides_silverbox",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shoulder-Strap-Mini-Link-Chain---ST-SH-MX-100013-SILVE---front.jpg?v=1724278527,active
shoulder-strap-silver-mini-link-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/silver-mini-link-chain_swatch.jpg?v=1724278661,
shoulder-strap-fern-grosgrain-chain,Shoulder Strap,Uncategorized,STRAPS - SHOULDER STRAP - METAL,"2-year-warranty, add-on::Mini-Bags-2, ALLOCATED, Category:Accessories, FALL-24, material::care_guides_groschain",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Shoulder-Strap-Grosgrain-Chain---ST-SH-MX-100007-FERN---front.jpg?v=1724276524,active
shoulder-strap-fern-grosgrain-chain,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/fern-ribbon-chain-strap_swatch.jpg?v=1724276515,
moyen-messenger-mahagony-nappa-suede-woven-checker,"8/22 D2 ALT Moyen Messenger -, MAHAGONY NAPPA & SUEDE WOVEN CHECKER",Uncategorized,HANDBAGS - CROSSBODY - MOYEN MESSENGER,"2-year-warranty, add-on::all-straps, ALLOCATED, catalogFALL24, FALL-24, material::care_guides_wovenleather",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Nappa-and-Suede-Woven-Checker---HB-SH-MY-100052-MAHOG---front.jpg?v=1724280638,active
moyen-messenger-mahagony-nappa-suede-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Nappa-and-Suede-Woven-Checker---HB-SH-MY-100052-MAHOG---Sonnie_1.jpg?v=1723664585,
moyen-messenger-mahagony-nappa-suede-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Nappa-and-Suede-Woven-Checker---HB-SH-MY-100052-MAHOG---Sonnie_2.jpg?v=1723664584,
moyen-messenger-dark-blue-woven-checker,Moyen Messenger,Uncategorized,HANDBAGS - CROSSBODY - MOYEN MESSENGER,"2-year-warranty, add-on::all-straps, catalogFALL24, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Woven-Checker---HB-SH-MY-100051-DKBLU---front.jpg?v=1720649768,active
moyen-messenger-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Woven-Checker---HB-SH-MY-100051-DKBLU---Sonnie_1_c2781d10-beb8-45ac-a565-cc945988517a.jpg?v=1720653857,
moyen-messenger-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Woven-Checker---HB-SH-MY-100051-DKBLU---Sonnie_2.jpg?v=1720654187,
moyen-messenger-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Moyen-Messenger-Woven-Checker---HB-SH-MY-100051-DKBLU---back.jpg?v=1721676386,
moyen-messenger-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/dark-blue-woven-checker_swatch_89b52f15-a63a-4897-87fd-2579b3240022.jpg?v=1720650192,
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,Emmanuelle Reversible Chore Coat,Uncategorized,APPAREL - OUTERWEAR - CAR COAT,"ALLOCATED, coming-soon:: Late August, cp-fall24, FALL-24, material::care_guides_drycleanonly",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Emmanuelle-Reversible-Chore-Coat---AP-OW-JK-100032-DEN---Maly_1b.jpg?v=1722383841,active
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Emmanuelle-Reversible-Chore-Coat---AP-OW-JK-100032-DEN---Maly_2.jpg?v=1722383843,
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Emmanuelle-Reversible-Chore-Coat---AP-OW-JK-100032-DEN---Maly_4.jpg?v=1722384260,
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Emmanuelle-Reversible-Chore-Coat---AP-OW-JK-100032-DEN---Sonnie_1.jpg?v=1722451689,
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Emmanuelle-Reversible-Chore-Coat---AP-OW-JK-100032-DEN---Sonnie_2.jpg?v=1722451689,
emmanuelle-reversible-chore-coat-denim-purple-fall-floral,,,,,,,
envelope-clutch-black-woven-checker,Envelope Clutch,Uncategorized,HANDBAGS - CROSSBODY - ENVELOPE CLUTCH,"2-year-warranty, cp-fall24, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Envelope-Clutch-Woven-Checker---HB-CL-EN-100007-BLK---front_f4c84873-bda8-4317-9932-2685d174ed2f.jpg?v=1720811582,active
envelope-clutch-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Envelope-Clutch-Woven-Checker---HB-CL-EN-100007-BLK---Maly_2.jpg?v=1720811202,
envelope-clutch-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Envelope-Clutch-Woven-Checker---HB-CL-EN-100007-BLK---Maly_3.jpg?v=1720811431,
envelope-clutch-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Envelope-Clutch-Woven-Checker---HB-CL-EN-100007-BLK---Maly_1.jpg?v=1720810857,
envelope-clutch-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Envelope-Clutch-Woven-Checker---HB-CL-EN-100007-BLK---back.jpg?v=1721674101,
envelope-clutch-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/black-woven-checker_swatch.jpg?v=1721674287,
dorothee-sweater-navy-merino-wool,Dorothee Sweater,Uncategorized,APPAREL - KNITS - DOROTHEE,"ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_drycleanonly",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Dorothee-Sweater---AP-SW-LS-100055-NVY---Noma_1.jpg?v=1723075783,active
dorothee-sweater-navy-merino-wool,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Dorothee-Sweater---AP-SW-LS-100055-NVY---Noma_5.jpg?v=1723075783,
dorothee-sweater-navy-merino-wool,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Dorothee-Sweater---AP-SW-LS-100055-NVY---Noma_3.jpg?v=1723075783,
dorothee-sweater-navy-merino-wool,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Dorothee-Sweater---AP-SW-LS-100055-NVY---Sonnie_1.jpg?v=1723075783,
dorothee-sweater-navy-merino-wool,,,,,,,
dorothee-sweater-navy-merino-wool,,,,,,,
petit-claudine-tan-nappetto-w-jumping-tiger-deboss,Petit Claudine,Uncategorized,HANDBAGS - CROSSBODY - PETIT CLAUDINE,"2-year-warranty, add-on::mini-bag-straps, catalogFALL24, FALL-24, le-cute-show, material::care_guides_napetto, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Nappetto-w-All-Over-Tiger-Deboss---HB-CB-KP-100008-TAND---front_d31b6e96-e4f3-4f54-8dfb-dab095c5d1bb.jpg?v=1721692608,active
petit-claudine-tan-nappetto-w-jumping-tiger-deboss,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Nappetto-w-All-Over-Tiger-Deboss---HB-CB-KP-100008-TAND---Andrea_2.jpg?v=1721164375,
petit-claudine-tan-nappetto-w-jumping-tiger-deboss,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Nappetto-w-All-Over-Tiger-Deboss---HB-CB-KP-100008-TAND---Andrea_1.jpg?v=1721164375,
petit-claudine-tan-nappetto-w-jumping-tiger-deboss,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claudine-Nappetto-w-All-Over-Tiger-Deboss---HB-CB-KP-100008-TAND---back.jpg?v=1721692607,
petit-claudine-tan-nappetto-w-jumping-tiger-deboss,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/tan-napetto-w-tiger-emboss_swatch.jpg?v=1721692705,
virginie-sweater-multi-stripe-merino-wool,Virginie Sweater,Uncategorized,APPAREL - KNITS - VIRGINIE,"ALLOCATED, catalogFALL24, FALL-24, material::care_guides_drycleanonly",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Virginie-Sweater-Stripe---AP-SW-LS-100053-MULTI---Maly_1.jpg?v=1724267403,active
virginie-sweater-multi-stripe-merino-wool,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Virginie-Sweater-Stripe---AP-SW-LS-100053-MULTI---Maly_2.jpg?v=1724267403,
virginie-sweater-multi-stripe-merino-wool,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Virginie-Sweater-Stripe---AP-SW-LS-100053-MULTI---Sonnie_1.jpg?v=1724267403,
lune-oat-suede-w-studs,Lune,Uncategorized,HANDBAGS - SHOULDER - LUNE,"2-year-warranty, add-on::all-straps, catalogFALL24, cp-fall24, FALL-24, le-cute-show, material::care_guides_suede-2, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Lune--Suede-w-Studs---HB-CL-NT-100007-OAT---front_4b01b6ae-d4a2-49e5-9d14-ada325ce793a.jpg?v=1722531964,active
lune-oat-suede-w-studs,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lune--Suede-w-Studs---HB-CL-NT-100007-OAT---Noma_2.jpg?v=1721168914,
lune-oat-suede-w-studs,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lune--Suede-w-Studs---HB-CL-NT-100007-OAT---Noma_1_b0b4352f-d997-4cf6-a4d6-e5837219f093.jpg?v=1722274615,
lune-oat-suede-w-studs,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Lune--Suede-w-Studs---HB-CL-NT-100007-OAT---back_1b060d9e-e284-47fe-99c5-ba1cf54178a3.jpg?v=1722531964,
lune-oat-suede-w-studs,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/lune-oat-suede-w-studs_swatch.jpg?v=1720554088,
le-tux-cream-heart-fil-coupe,"D3 ALT Le Tux -, CREAM HEART FIL COUPE -",Uncategorized,APPAREL - BLOUSE - LE TUX,"cp-fall24, FALL-24, material::care_guides_cottonpoplin",False,,active
le-tux-cream-heart-fil-coupe,,,,,,,
le-tux-cream-heart-fil-coupe,,,,,,,
le-tux-cream-heart-fil-coupe,,,,,,,
le-tux-cream-heart-fil-coupe,,,,,,,
le-tux-cream-heart-fil-coupe,,,,,,,
le-tux-navy-swiss-dot,"D3 ALT Le Tux -, NAVY SWISS DOT -",Uncategorized,APPAREL - BLOUSE - LE TUX,"FALL-24, material::care_guides_cottonpoplin",False,,active
le-tux-navy-swiss-dot,,,,,,,
le-tux-navy-swiss-dot,,,,,,,
le-tux-navy-swiss-dot,,,,,,,
le-tux-navy-swiss-dot,,,,,,,
le-tux-navy-swiss-dot,,,,,,,
le-tux-pink-fall-floral,Le Tux,Uncategorized,APPAREL - BLOUSE - LE TUX,"FALL-24, material::care_guides_cottonpoplin, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Tux-Top-Fall-Floral---AP-TP-BL-100058-PNK---Maly_1.jpg?v=1721242894,active
le-tux-pink-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Tux-Top-Fall-Floral---AP-TP-BL-100058-PNK---Maly_2.jpg?v=1721243117,
le-tux-pink-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Tux-Top-Fall-Floral---AP-TP-BL-100058-PNK---Maly_3.jpg?v=1721243385,
le-tux-pink-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Tux-Top-Fall-Floral---AP-TP-BL-100058-PNK---Sonnie_1.jpg?v=1721243955,
le-tux-pink-fall-floral,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/pink-fall-floral_swatch.jpg?v=1721243457,
le-tux-pink-fall-floral,,,,,,,
turnlock-louis-oat-suede,Turnlock Louis,Uncategorized,HANDBAGS - CROSSBODY - TURNLOCK LOUIS,"2-year-warranty, cp-fall24, FALL-24, le-cute-show, material::care_guides_suede-2, MGM --gold_foil_placement:top-center(3); --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-2);bottom-right(2-2), new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---front_5f42e326-0366-471d-9922-e9ba06fe1ad9.jpg?v=1722532252,active
turnlock-louis-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---Maly_3_552fe6a1-6254-48d6-8710-e8e8a847c407.jpg?v=1722532324,
turnlock-louis-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---Maly_2_74832576-1a7e-4cb7-85c5-ad5a413b2578.jpg?v=1722532323,
turnlock-louis-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---Maly_1_b417af0d-cba0-402a-a28c-d971ffb65dbc.jpg?v=1722532323,
turnlock-louis-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/oat-suede_swatch.jpg?v=1721413672,
turnlock-louis-oat-suede,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Suede---HB-SH-LW-100025-OAT---back_52b096a9-5fd9-4e46-8fc4-e814432ce36f.jpg?v=1722532251,
turnlock-louis-evergreen-veg,"8/22 D2 ALT RCVD Turnlock Louis -, EVERGREEN",Uncategorized,HANDBAGS - CROSSBODY - TURNLOCK LOUIS,"2-year-warranty, add-on::all-straps, ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_veg, MGM --gold_foil_placement:top-center(3); --initials:petit;short;tall --price:50 --handpainting_placement:top-center(2-2);bottom-right(2-2), Personalization:Gold Foil Monogram, Personalization:Hand Painting",False,,active
turnlock-louis-kalamata-croco,"8/22c D2 ALT RCVD Turnlock Louis -, KALAMATA CROCO",Uncategorized,HANDBAGS - CROSSBODY - TURNLOCK LOUIS,"2-year-warranty, add-on::all-straps, ALLOCATED, catalogFALL24, cp-fall24, FALL-24, material::care_guides_croco",False,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Autumn-Croco---HB-SH-LW-100017-KALAM---front.jpg?v=1724261393,active
turnlock-louis-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Autumn-Croco---HB-SH-LW-100017-KALAM---Maly_1.jpg?v=1723594659,
turnlock-louis-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Autumn-Croco---HB-SH-LW-100017-KALAM---Maly_2.jpg?v=1723594659,
turnlock-louis-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Turnlock-Louis-Autumn-Croco---HB-SH-LW-100017-KALAM---back.jpg?v=1724374889,
turnlock-louis-kalamata-croco,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/kalamata-croco_swatch.jpg?v=1724374965,
classic-tee-blush-w-black-block-ciao,Classic Tee,Uncategorized,APPAREL - TEES - CLASSIC TEES,"catalogFALL24, FALL-24, le-cute-show, material::care_guides_classictee, MGM --embroidery_placement:bottom-right(3) --fonts:script, new-arrivals, Personalization:Embroidery",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Ciao---AP-TT-IT-100103-BLUSH---Maly_3.jpg?v=1720808500,active
classic-tee-blush-w-black-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Ciao---AP-TT-IT-100103-BLUSH---Maly_2.jpg?v=1720808500,
classic-tee-blush-w-black-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Classic-Tee-Ciao---AP-TT-IT-100103-BLUSH---Maly_4.jpg?v=1720808500,
classic-tee-blush-w-black-block-ciao,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/blush-w-black-ciao_swatch.jpg?v=1720808871,
classic-tee-blush-w-black-block-ciao,,,,,,,
classic-tee-blush-w-black-block-ciao,,,,,,,
classic-tee-faded-black-w-green-bright-poppy-oui,"D3 ALT Classic Tee -, FADED BLACK W/ GREEN & BRIGHT POPPY OUI -",Uncategorized,APPAREL - TEES - CLASSIC TEES,"FALL-24, international-oui, material::care_guides_fadedblack, MGM --embroidery_placement:bottom-right(3) --fonts:script, Personalization:Embroidery",False,,active
classic-tee-faded-black-w-green-bright-poppy-oui,,,,,,,
classic-tee-faded-black-w-green-bright-poppy-oui,,,,,,,
classic-tee-faded-black-w-green-bright-poppy-oui,,,,,,,
classic-tee-faded-black-w-green-bright-poppy-oui,,,,,,,
classic-tee-faded-black-w-green-bright-poppy-oui,,,,,,,
petit-moyen-black-woven-checker,Petit Moyen,Uncategorized,HANDBAGS - TOP HANDLE - PETIT MOYEN,"2-year-warranty, add-on::all-straps, catalogFALL24, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-SH-MB-100048-BLK---front.jpg?v=1721164629,active
petit-moyen-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-SH-MB-100048-BLK---Maly_1.jpg?v=1721165001,
petit-moyen-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-SH-MB-100048-BLK---Maly_2.jpg?v=1721165556,
petit-moyen-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-SH-MB-100048-BLK---Maly_4.jpg?v=1721165875,
petit-moyen-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-SH-MB-100048-BLK---back.jpg?v=1721675682,
petit-moyen-black-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/black-woven-checker_swatch_53d14496-7b2d-47b2-a75b-ca1c8f7331cc.jpg?v=1721674326,
petit-moyen-butter-montana-nappa,Petit Moyen,Uncategorized,HANDBAGS - TOP HANDLE - PETIT MOYEN,"2-year-warranty, add-on::all-straps, FALL-24, le-cute-show, material::care_guides_nappa, MGM --gold_foil_placement:top-center(5) --initials:petit;short;tall --price:50 --handpainting_placement:top-center(3-3);bottom-right(3-3), new-arrivals, Personalization:Gold Foil Monogram, Personalization:Hand Painting",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Montana-Nappa---HB-SH-MB-100046-BUTTR---front_659c649a-cdca-4d71-923a-3a8b6b79313d.jpg?v=1721171391,active
petit-moyen-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Montana-Nappa---HB-SH-MB-100046-BUTTR---Sonnie_2.jpg?v=1721167764,
petit-moyen-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Montana-Nappa---HB-SH-MB-100046-BUTTR---Sonnie_1_80f10210-4d46-43f6-86cd-a2b555762ac9.jpg?v=1721167912,
petit-moyen-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Montana-Nappa---HB-SH-MB-100046-BUTTR---back.jpg?v=1721171904,
petit-moyen-butter-montana-nappa,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/butter-yellow-nappa_swatch_bb796df2-bea4-4649-bf89-7da56510e909.jpg?v=1721171908,
petit-moyen-dark-blue-woven-checker,Petit Moyen,Uncategorized,HANDBAGS - TOP HANDLE - PETIT MOYEN,"2-year-warranty, add-on::all-straps, FALL-24, le-cute-show, material::care_guides_wovenleather, new-arrivals",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-CB-MB-100006-DKBLU---front.jpg?v=1720650625,active
petit-moyen-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-CB-MB-100006-DKBLU---Maly_1.jpg?v=1721152240,
petit-moyen-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-CB-MB-100006-DKBLU---Maly_2.jpg?v=1721152240,
petit-moyen-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Moyen-Messenger-Woven-Checker---HB-CB-MB-100006-DKBLU---back.jpg?v=1721418520,
petit-moyen-dark-blue-woven-checker,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/dark-blue-woven-checker_swatch_07ff7249-7638-4ba5-9b39-82af917a8477.jpg?v=1720650630,
petit-moyen-plum-woven-zig-zag,"D3 ALT Petit Moyen -, PLUM WOVEN ZIG ZAG",Uncategorized,HANDBAGS - TOP HANDLE - PETIT MOYEN,"2-year-warranty, Category:Handbags, FALL-24",False,,active
poche-silver-chainmail,"D3 ALT RCVD Poche -, SILVER CHAINMAIL",Uncategorized,HANDBAGS - CROSSBODY - POCHE,"2-year-warranty, FALL-24, material::care_guides_chainmail",False,,active
