Handle,Title,Product Category,Type,Tags,Published,Image Src,Status
beaded-strand-necklace-silver-w-vintage-gold,Beaded Strand Necklace,Uncategorized,JEWELRY - NECKLACES - NECKLACES,"catalogFALL24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_CVjewelry",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Beaded-Strand-Necklace---JW-NC-NL-100060-SILVE---front.jpg?v=1693426784,active
beaded-strand-necklace-silver-w-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Beaded-Strand-Necklace---JW-NC-NL-100060-SILVE---Hayley_2.jpg?v=1713894635,
beaded-strand-necklace-silver-w-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Beaded-Strand-Necklace---JW-NC-NL-100060-SILVE---Hayley_1.jpg?v=1713894635,
le-hoop-gold,Le Hoop,Uncategorized,JEWELRY - EARRINGS - EARRINGS,"catalogFALL24, catalogSUF24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_cvearrings",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Hoop-Earrings---JW-ER-EA-100042-GOLD---front.jpg?v=1693337119,active
le-hoop-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Hoop-Earrings---JW-ER-EA-100042-GOLD---Aurelia_1.jpg?v=1695678326,
le-hoop-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Le-Hoop-Earrings---JW-ER-EA-100042-GOLD---Haro_1.jpg?v=1695678326,
le-hoop-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/coated-flower-earring-gold_swatch_c8575a6c-fc83-4420-91c0-abe0d71a1478.jpg?v=1695857171,
heart-drop-earrings-silver,Heart Drop Earrings,Uncategorized,JEWELRY - EARRINGS - EARRINGS,"catalogFALL24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_cvearrings",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Heart-Drop-Earrings---JW-ER-EA-100044-SILVE---front_dae1663b-1940-4159-868b-9c3cb327ac0b.jpg?v=1692817372,active
heart-drop-earrings-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Heart-Drop-Earrings---JW-ER-EA-100044-SILVE---Aurelia_1.jpg?v=1692817372,
heart-drop-earrings-silver,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Heart-Drop-Earrings---JW-ER-EA-100044-SILVE---Haro_2.jpg?v=1695688220,
snake-chain-collar-vintage-gold,Snake Chain Collar,Uncategorized,JEWELRY - NECKLACES - NECKLACES,"catalogSP24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_CVjewelry",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Snake-Chain-Collar---JW-NC-NL-100061-VGOLD---front.jpg?v=1693589988,active
snake-chain-collar-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Snake-Chain-Collar---JW-NC-NL-100061-VGOLD---Haro_2.jpg?v=1695677703,
snake-chain-collar-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Snake-Chain-Collar---JW-NC-NL-100061-VGOLD---Haro_1.jpg?v=1695677703,
shortie-strap-black-cream-resin,Shortie Strap,Uncategorized,STRAPS - SHOULDER STRAP - RESIN,"2-year-warranty, add-on::Mini-Bags-2, Category:Accessories, FALL-24, material::care_guides_resin, restock:: Late August",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Shortie-Strap---SG-ST-SZ-100023-BKCRM---front.jpg?v=1693520060,active
shortie-strap-black-cream-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Petit-Claude---HB-CB-KP-100006-BLK---merch_67136a92-f733-4a2d-9d76-f95f7e91e6a8.jpg?v=1708989942,
shortie-strap-black-cream-resin,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/shortie-strap-black-cream-acrylic_swatch.jpg?v=1708989942,
sardine-chain-necklace-16-vintage-gold,Sardine Chain Necklace,Uncategorized,JEWELRY - NECKLACES - NECKLACES,"Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_CVjewelry, restock:: Late November, SUMMER-24",True,https://cdn.shopify.com/s/files/1/1240/1014/files/Sardine-Chain-Necklace-16---JW-NC-NL-100054-VGOLD---front.jpg?v=1684538119,active
sardine-chain-necklace-16-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sardine-Chain-Necklace-16---JW-NC-NL-100054-VGOLD---Andrea_1.jpg?v=1684538119,
sardine-chain-necklace-16-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/files/Sardine-Chain-Necklace-16---JW-NC-NL-100054-VGOLD---Andrea_2.jpg?v=1684440724,
charm-chain-necklace-16-vintage-gold,Charm Chain Necklace,Uncategorized,JEWELRY - NECKLACES - NECKLACES,"add-on::charms, catalogFALL24, Category:Accessories, ClareVJewelryCollection, FALL-24, material::care_guides_CVjewelry",True,https://cdn.shopify.com/s/files/1/1240/1014/products/Charm-Chain-16---JW-BR-BU-100017-VGOLD---front.jpg?v=1655508501,active
charm-chain-necklace-16-vintage-gold,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Stone-Bead-Charm---JW-CH-HM-100041-VGPNK---merch_3b5e1238-0f30-420e-9337-405da0e3725a.jpg?v=1656461326,
midi-sac-plum-woven-zig-zag,D3 ALT Midi Sac - Plum,Uncategorized,HANDBAGS - CROSSBODY - MIDI SAC,"2-year-warranty, add-on::all-straps, catalogFALL24, cp-fall24, FALL-24, material::care_guides_wovenleather",False,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100164-PLUM---front.jpg?v=1660172215,active
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100164-PLUM---Frannie_3.jpg?v=1666121251,
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100164-PLUM---Frannie_1.jpg?v=1666121251,
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100164-PLUM---back.jpg?v=1666121251,
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100164-PLUM---Frannie_2.jpg?v=1666121248,
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Midi-Sac---HB-CB-MS-100188-BKCRM---what_fits_3bcb0fb3-909a-4096-9b80-f7c6d9bff431.jpg?v=1673656717,
midi-sac-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/plum-woven-zigzag_swatch_86f66e37-13dc-4b09-b9e5-4a2179dfa0bb.jpg?v=1673656717,
moyen-messenger-plum-woven-zig-zag,D3 ALT Moyen Messenger - PLUM,Uncategorized,HANDBAGS - CROSSBODY - MOYEN MESSENGER,"2-year-warranty, add-on::all-straps, FALL-24, material::care_guides_wovenleather",False,https://cdn.shopify.com/s/files/1/1240/1014/products/Moyen-Messenger---HB-SH-MY-100026-PLUM---front.jpg?v=1660686515,active
moyen-messenger-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Moyen-Messenger---HB-SH-MY-100026-PLUM---Danica_1.jpg?v=1660686583,
moyen-messenger-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Moyen-Messenger---HB-SH-MY-100026-PLUM---back.jpg?v=1660696080,
moyen-messenger-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Moyen-Messenger---HB-SH-MY-100026-PLUM---Frannie_1.jpg?v=1666111247,
moyen-messenger-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/Moyen-Messenger---HB-SH-MY-100009-NAT---what_fits_2682fc68-fb8d-4d5a-83f0-490ab099b2ce.jpg?v=1673992825,
moyen-messenger-plum-woven-zig-zag,,,,,,https://cdn.shopify.com/s/files/1/1240/1014/products/plum-woven-zigzag_swatch.jpg?v=1673992825,
